,TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LASTTRADEID,VOLUMEDAY,VOLUMEDAYTO,VOLUME24HOUR,VOLUME24HOURTO,OPENDAY,HIGHDAY,LOWDAY,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,LASTMARKET,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,SUPPLY,MKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO
STEX,5,CCCAGG,STEX,USD,4,0.21178017,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.213136245,0.213136245,0.21178017,0.213136245,0.213136245,0.21178017,StocksExchange,0.0,0.0,0.21178017,0.21178017,0.21178017,-0.0013560750000000121,-0.6362479549172935,-0.0013560750000000121,-0.6362479549172935,0.0,0.0,147.3999999710126,31.21639705186104
STN,5,CCCAGG,STN,USD,4,0.008523900000000001,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00945378,0.00945378,0.007942725,0.00922131,0.00945378,0.007942725,Cryptopia,0.0,0.0,0.008523900000000001,0.008523900000000001,0.008523900000000001,-0.000697409999999999,-7.563025210084024,-0.0009298799999999992,-9.836065573770483,0.0,0.0,150736.14904728023,1284.859860864112
DIVI,5,CCCAGG,DIVI,USD,4,0.0026347212,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002712213,0.0029059425,0.0025959753,0.0026347212,0.0029059425,0.0025959753,Cryptopia,0.0,0.0,0.0026347212,0.0026347212,0.0026347212,0.0,0.0,-7.749180000000012e-05,-2.857142857142861,0.0,0.0,1390648.7892769724,3663.971846862372
STQ,5,CCCAGG,STQ,USD,4,0.0004195,1546196140,15800.0,6.627942,78685119,2169759.9916848396,915.6627055199998,4812017.674430209,1987.1726766600004,0.00042,0.0004333,0.000415,0.0004355,0.0004355,0.0003704,Exmo,0.0,0.0,0.0004195,0.0004195,0.0004195,-1.600000000000001e-05,-3.6739380022962136,-5.000000000000122e-07,-0.11904761904762194,0.0,0.0,18451216.823792536,7708.816719817496
DAI,5,CCCAGG,DAI,USD,4,1.006705602422669,1546196650,0.0,0.0,0,0.0,0.0,15472.935986300003,15887.972091081207,1.017341882832993,1.065801526717557,0.9916897506925209,1.033915876777251,1.067268001834582,0.9492147664695085,Bibox,0.0,0.0,1.009617470532938,1.006560449859419,1.009617470532938,-0.027210274354581898,-2.631768692768042,-0.01063628041032394,-1.0454971519215426,0.0,0.0,19424.40466690926,19865.93774964826
TIPS,5,CCCAGG,TIPS,USD,4,2.795e-06,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,2.795e-06,2.795e-06,2.795e-06,2.795e-06,2.795e-06,2.795e-06,Gateio,0.0,0.0,2.795e-06,2.795e-06,2.795e-06,0.0,0.0,0.0,0.0,0.0,0.0,2556348353.386543,7144.993647715387
CRPT,5,CCCAGG,CRPT,USD,4,0.0958573566,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0977171598,0.0995382171,0.0945787419,0.09965445480000001,0.09965445480000001,0.094927455,Liquid,0.0,0.0,0.0965547828,0.0965547828,0.0958573566,-0.0037970982000000153,-3.8102643856920833,-0.0018598031999999959,-1.9032513877874662,0.0,0.0,1324964.7257730847,127007.61620085179
TOA,5,CCCAGG,TOA,USD,4,0.001278585,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00147231,0.001511055,0.001201095,0.00139482,0.001511055,0.001201095,Cryptopia,0.0,0.0,0.001278585,0.001278585,0.001278585,-0.0001162349999999999,-8.333333333333327,-0.00019372499999999984,-13.157894736842096,0.0,0.0,21883726.02901615,27980.203844809614
CQST,5,CCCAGG,CQST,USD,4,0.0006199183999999999,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0005811735,0.0006199183999999999,0.0005811735,0.0006199183999999999,0.0006199183999999999,0.0006199183999999999,Cryptopia,0.0,0.0,0.0006199183999999999,0.0006199183999999999,0.0006199183999999999,0.0,0.0,3.8744899999999935e-05,6.666666666666655,0.0,0.0,34878.493013969986,21.62181958363145
THS,5,CCCAGG,THS,USD,4,0.025001275,1546196664,0.0,0.0,0,0.0,0.0,4260.40352556,55.8626131960703,0.011182795,0.025001275,0.011182795,0.01242098,0.025001275,0.0113798425,LiveCoin,0.0,0.0,0.025001275,0.025001275,0.025001275,0.012580295,101.28262826282628,0.01381848,123.56910772306921,0.0,0.0,600056.1027285302,14951.514732786807
TEK,5,CCCAGG,TEK,USD,4,3.87453e-05,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,3.87453e-05,3.87453e-05,3.87453e-05,3.87453e-05,3.87453e-05,3.87453e-05,Cryptopia,0.0,0.0,3.87453e-05,3.87453e-05,3.87453e-05,0.0,0.0,0.0,0.0,0.0,0.0,6158970.79818568,238.63117126694365
CVCOIN,5,CCCAGG,CVCOIN,USD,4,0.153582,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1542801,0.1542801,0.153582,0.1542801,0.1542801,0.153582,HitBTC,0.0,0.0,0.153582,0.153582,0.153582,-0.000698100000000007,-0.45248868778281,-0.000698100000000007,-0.45248868778281,0.0,0.0,112.0,17.201183999999998
THC,5,CCCAGG,THC,USD,4,0.0117785712,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01162359,0.0126697131,0.01162359,0.0115848447,0.0126697131,0.0115848447,BitTrex,0.0,0.0,0.0117785712,0.0117785712,0.0117785712,0.00019372650000000144,1.6722408026755977,0.00015498120000000115,1.3333333333333433,0.0,0.0,727091.4579147699,8564.098505960921
BUN,5,CCCAGG,BUN,USD,2,2.7924e-06,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,4.1886e-06,4.1886e-06,2.7924e-06,2.7924e-06,2.7924e-06,2.7924e-06,TradeSatoshi,0.0,0.0,2.7924e-06,2.7924e-06,2.7924e-06,0.0,0.0,-1.3961999999999999e-06,-33.33333333333333,0.0,0.0,37557949.65766053,104.87681862405127
ARI,5,CCCAGG,ARI,USD,4,0.0002324754,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0002324754,0.0002324754,0.0002324754,0.0002324754,0.0002324754,0.0002324754,Cryptopia,0.0,0.0,0.0002324754,0.0002324754,0.0002324754,0.0,0.0,0.0,0.0,0.0,0.0,21461.122565999936,4.989183052979862
XNT,5,CCCAGG,XNT,USD,4,0.503208,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5046058,0.5060036,0.4906278,0.4906278,0.5227771999999999,0.48923,Exenium,0.0,0.0,0.503208,0.503208,0.503208,0.012580199999999986,2.564102564102561,-0.0013978000000000046,-0.2770083102493084,0.0,0.0,403253.87224,202920.5745421459
XMY,5,CCCAGG,XMY,USD,4,0.002130975,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002130975,0.00216972,0.002130975,0.00216972,0.002208465,0.00209223,BitTrex,0.0,0.0,0.002130975,0.002130975,0.002130975,-3.8745000000000186e-05,-1.7857142857142942,0.0,0.0,0.0,0.0,989494.6614098664,2108.5883860978897
APL,5,CCCAGG,APL,USD,4,0.00083772,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0007581366,0.0008586630000000001,0.0007581366,0.0008000226,0.0008586630000000001,0.0007581366,IDAX,0.0,0.0,0.00083772,0.00083772,0.00083772,3.7697399999999976e-05,4.712041884816751,7.958340000000007e-05,10.497237569060783,0.0,0.0,12439046.515999973,10420.438047383497
ANI,5,CCCAGG,ANI,USD,4,0.0005424426000000001,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0005424426000000001,0.0005424426000000001,0.0005424426000000001,0.0005424426000000001,0.0005424426000000001,0.0005424426000000001,Cryptopia,0.0,0.0,0.0005424426000000001,0.0005424426000000001,0.0005424426000000001,0.0,0.0,0.0,0.0,0.0,0.0,4034.5216234199797,2.188496399164155
XFT,5,CCCAGG,XFT,USD,1,0.00790398,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0069741,0.00790398,0.006625395,0.0069741,0.00790398,0.006625395,Cryptopia,0.0,0.0,0.00790398,0.00790398,0.00790398,0.0009298800000000001,13.333333333333336,0.0009298800000000001,13.333333333333336,0.0,0.0,6724.880133059988,53.15331807410348
B2X,5,CCCAGG,B2X,USD,2,6.073469999999999,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,6.002263800000001,6.334559400000001,5.8375122,6.122337,6.334559400000001,5.8375122,HitBTC,0.0,0.0,6.0483384,6.087432000000001,6.0301878,-0.048867000000001326,-0.7981755986317207,0.071206199999998,1.186322400558236,0.0,0.0,2385.291000000663,14486.993329774024
B2G,5,CCCAGG,B2G,USD,4,0.033708933,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.033708933,0.033708933,0.033708933,0.03099672,0.033708933,0.029834343,CoinBene,0.0,0.0,0.033708933,0.033708933,0.033708933,0.002712213000000005,8.750000000000016,0.0,0.0,0.0,0.0,800.0000000000582,26.967146400001965
XHV,5,CCCAGG,XHV,USD,4,0.7446789,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.782649,0.8136450000000001,0.736155,0.8089956,0.8136450000000001,0.736155,BitTrex,0.0,0.0,0.7446789,0.7446789,0.7446789,-0.0643167,-7.950191570881227,-0.03797010000000001,-4.851485148514852,0.0,0.0,31830.477008710004,23703.484605321457
AUD,5,CCCAGG,AUD,USD,2,0.7182837740508282,1546196650,0.0,0.0,0,0.0,0.0,2878.467615,2022.8383756959997,0.731914447473265,0.7605403638740603,0.7072590041031357,0.7383785498968746,0.7620347123676454,0.6803098962140037,ACX,0.0,0.0,0.7150099861729912,0.7146805896805897,0.7182837740508282,-0.020094775846046353,-2.721473402613454,-0.013630673422436734,-1.8623315155880469,0.0,0.0,2878.4676149999996,2022.8383756959995
ATH,5,CCCAGG,ATH,USD,4,0.0028284507,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0027897048,0.0028284507,0.0027897048,0.0028284507,0.0028284507,0.0028284507,Graviex,0.0,0.0,0.0028284507,0.0028284507,0.0028284507,0.0,0.0,3.874590000000006e-05,1.388888888888891,0.0,0.0,1319.1749,3.73122116932743
ATB,5,CCCAGG,ATB,USD,4,0.019,1546196343,48.07916426,0.913503159356715,905276,73677.75252554,1395.0967127203187,95388.4918253,1813.865782843414,0.019,0.02033,0.01876,0.019,0.02033,0.019,Coinsbit,0.0,0.0,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,95388.49182530005,1813.865782843415
ASAFE2,5,CCCAGG,ASAFE2,USD,4,0.0123599421,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0146846961,0.0146846961,0.0123599421,0.0146846961,0.0146846961,0.0123599421,LiveCoin,0.0,0.0,0.0123599421,0.0123599421,0.0123599421,-0.002324754,-15.8311345646438,-0.002324754,-15.8311345646438,0.0,0.0,195.0,2.4101887095
ACC*,5,CCCAGG,ACC*,USD,1,0.02387502,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0113748414,0.02387502,0.009307069199999999,0.02387502,0.02387502,0.02387502,EtherDelta,0.0,0.0,0.02387502,0.02387502,0.02387502,0.0,0.0,0.0125001786,109.89321222535902,0.0,0.0,13.999999999994543,0.3342502799998697
ADX,5,CCCAGG,ADX,USD,4,0.1031415858,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1019404629,0.1049626431,0.1011655449,0.1005068646,0.1050788808,0.1003131351,HuobiPro,0.0,0.0,0.1031028399,0.1031415858,0.1031028399,0.002634721200000009,2.6214340786430315,0.001201122900000004,1.17825921702775,0.0,0.0,8442893.902456969,870813.4658405624
ZEL,5,CCCAGG,ZEL,USD,4,0.027702675,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.027702675,0.027702675,0.027702675,0.027702675,0.027702675,0.027702675,Graviex,0.0,0.0,0.027702675,0.027702675,0.027702675,0.0,0.0,0.0,0.0,0.0,0.0,830.5274999999984,23.007833411062457
ACT*,5,CCCAGG,ACT*,USD,4,0.007167991500000001,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0074392128,0.0076716882,0.007090499700000001,0.007245483300000001,0.00774918,0.006974262,OKEX,0.0,0.0,0.007090499700000001,0.007167991500000001,0.007090499700000001,-7.749180000000012e-05,-1.0695187165775417,-0.0002712212999999991,-3.645833333333321,0.0,0.0,32164491.37281937,230554.8007621926
ZIP,5,CCCAGG,ZIP,USD,4,0.0003969752,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0003899862,0.0004109532,0.0003899862,0.0004039642,0.0004109532,0.0003857928,OKEX,0.0,0.0,0.0003969752,0.0003969752,0.0003969752,-6.988999999999997e-06,-1.730103806228373,6.988999999999997e-06,1.792114695340501,0.0,0.0,91758344.0,36425.7869610688
ACAT,5,CCCAGG,ACAT,USD,4,0.000307164,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.000307164,0.000321126,0.000293202,0.000307164,0.000321126,0.000293202,Kucoin,0.0,0.0,0.000307164,0.000307164,0.000307164,0.0,0.0,0.0,0.0,0.0,0.0,19025949.415857807,5844.086726372548
2GIVE,5,CCCAGG,2GIVE,USD,4,0.0015885819,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0015885819,0.0016273278,0.001549836,0.001549836,0.0016273278,0.001549836,BitTrex,0.0,0.0,0.0015885819,0.0015885819,0.0015885819,3.874590000000006e-05,2.500000000000004,0.0,0.0,0.0,0.0,179743.97479325003,285.5380249906132
AEON,5,CCCAGG,AEON,USD,2,0.2986921431,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2974522743,0.3116332737,0.268509087,0.3076811919,0.3142679949,0.2878045452,BitTrex,0.0,0.0,0.3029154462,0.3029154462,0.2986921431,-0.00898904880000001,-2.9215464047349236,0.001239868799999988,0.416829490686462,0.0,0.0,5018.5646495200035,1499.00583045103
XTZ,5,CCCAGG,XTZ,USD,4,0.4933,1546196127,21.1,10.40652,1546196127.3346,90932.38672177006,45489.27891041721,141310.55324525002,70746.73265076056,0.5054,0.5197,0.4774,0.5122,0.5238,0.4738,Kraken,0.0,0.0,0.4933,0.4933,0.4933,-0.018899999999999972,-3.689964857477542,-0.012099999999999944,-2.3941432528690036,0.0,0.0,1689442.8454060105,834440.3923736638
AKA,5,CCCAGG,AKA,USD,4,0.0123211962,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0132123519,0.0132898437,0.0120887208,0.0124761798,0.0133673355,0.0120887208,Graviex,0.0,0.0,0.0123211962,0.0123211962,0.0123211962,-0.00015498360000000024,-1.2422360248447224,-0.0008911557,-6.744868035190615,0.0,0.0,120828.87060000001,1488.7562212870118
YOYOW,5,CCCAGG,YOYOW,USD,2,0.01410318,1546196664,0.0,0.0,0,0.0,0.0,20385.60418423,315.0364436717279,0.0139482,0.016079175,0.013676985,0.01402569,0.016079175,0.013676985,Binance,0.0,0.0,0.014219415,0.014219415,0.01410318,7.74899999999995e-05,0.5524861878453002,0.00015498000000000074,1.1111111111111165,0.0,0.0,56472406.783001505,796468.0524923438
AION,5,CCCAGG,AION,USD,4,0.153821223,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1531625427,0.155371059,0.1496754117,0.1527363378,0.1581220179,0.1495979199,Binance,0.0,0.0,0.153821223,0.153821223,0.153821223,0.0010848851999999964,0.7102993404363244,0.0006586803000000196,0.43005312420947406,0.0,0.0,2390753.4794960245,367748.62410758395
XDNA,5,CCCAGG,XDNA,USD,4,0.06788124000000001,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.05862118500000001,0.06788124000000001,0.05850495,0.05943482999999999,0.06788124000000001,0.058233735,Cryptopia,0.0,0.0,0.06788124000000001,0.06788124000000001,0.06788124000000001,0.008446410000000022,14.211212516297303,0.009260054999999996,15.796430931923322,0.0,0.0,59068.87461301997,4009.6684541363165
BTX,5,CCCAGG,BTX,USD,4,0.3294176418,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3527426736,0.403344819,0.3139967736,0.3642502059,0.3797485659000001,0.3139192818,HitBTC,0.0,0.0,0.3255430518,0.3294176418,0.3255430518,-0.03483256410000002,-9.56281246675886,-0.023325031800000007,-6.612478031634448,0.0,0.0,9802.422846709957,3229.0910180896367
BSD,5,CCCAGG,BSD,USD,4,0.06451192350000001,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0647831448,0.06896770199999999,0.0638532432,0.06458941530000001,0.06896770199999999,0.0638532432,Upbit,0.0,0.0,0.06451192350000001,0.06451192350000001,0.06451192350000001,-7.749179999999578e-05,-0.11997600479903366,-0.00027122129999998523,-0.4186602870813169,0.0,0.0,309916.57303796057,19993.314251207077
VTHO,5,CCCAGG,VTHO,USD,1,0.0004305224000000001,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0004640696,0.0004668652,0.0003550412,0.0004598762,0.00055912,0.0003550412,LBank,0.0,0.0,0.0004305224000000001,0.0004305224000000001,0.0004235334,-2.9353799999999922e-05,-6.382978723404238,-3.354719999999989e-05,-7.228915662650579,0.0,0.0,4259682.2216,1833.8886132805642
WAN,5,CCCAGG,WAN,USD,4,0.35761635,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3541293,0.36451296,0.350371035,0.3556791,0.36459045,0.34924743,HuobiPro,0.0,0.0,0.357965055,0.358739955,0.35761635,0.0019372500000000015,0.5446623093681922,0.003487050000000047,0.9846827133479347,0.0,0.0,2357636.2008251552,843129.252766959
WAND,5,CCCAGG,WAND,USD,1,0.0335472,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.028081802,0.0335472,0.02807547342808069,0.0335472,0.0335472,0.0335472,IDEX,0.0,0.0,0.0335472,0.0335472,0.0335472,0.0,0.0,0.005465398,19.46241911398706,0.0,0.0,303.7869125,10.191200311020001
BOS,5,CCCAGG,BOS,USD,1,0.06328974600000001,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.06254976,0.06576102,0.061935432,0.067310802,0.067310802,0.06178185000000001,Kucoin,0.0,0.0,0.06328974600000001,0.06328974600000001,0.06328974600000001,-0.004021055999999995,-5.973864343497192,0.0007399860000000119,1.1830357142857333,0.0,0.0,141133.74440000014,8932.318835104932
BOAT,5,CCCAGG,BOAT,USD,4,0.0004262049000000001,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0005036967,0.0005036967,0.0004262049000000001,0.0004262049000000001,0.0004262049000000001,0.0004262049000000001,TradeSatoshi,0.0,0.0,0.0004262049000000001,0.0004262049000000001,0.0004262049000000001,0.0,0.0,-7.74917999999999e-05,-15.384615384615365,0.0,0.0,502.97234518000545,0.21436927808020975
BSV,5,CCCAGG,BSV,USD,2,90.02,1546196299,2.0,175.8,1546196299.3282,3122.667041410003,284586.761282355,4946.260754559999,454127.7847921619,90.39,92.44,86.99,91.88,95.1,88.97,Kraken,0.0,0.0,90.11,90.11,90.02,-1.8599999999999994,-2.0243796255986064,-0.37000000000000455,-0.4093373160747921,0.0,0.0,165112.49773541905,14872292.437809093
VEX,5,CCCAGG,VEX,USD,4,0.0053,1546193025,4426.18889062,23.458801120286,20049668,1197180.3523137197,6594.65195517935,1140754.34459849,6304.123580444077,0.0057,0.006,0.0049,0.0057,0.006,0.0049,BTCAlpha,0.0,0.0,0.0053,0.0053,0.0053,-0.0004000000000000002,-7.017543859649125,-0.0004000000000000002,-7.017543859649125,0.0,0.0,8227569.299385112,43864.24284081317
VIA,5,CCCAGG,VIA,USD,2,0.320227425,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.317437785,0.327201525,0.31119984,0.32018868,0.32693031,0.31189725,Binance,0.0,0.0,0.320227425,0.320537385,0.320227425,3.874500000000669e-05,0.012100677637949813,0.0027896400000000376,0.8787989747345414,0.0,0.0,375712.42571916827,120313.42262855303
VIEW,5,CCCAGG,VIEW,USD,2,0.0015526225,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002795,0.002795,0.0015526225,0.00209625,0.00209625,0.0015526225,Ethermium,0.0,0.0,0.0015526225,0.0015526225,0.0015526225,-0.0005436275,-25.933333333333337,-0.0012423775000000002,-44.45,0.0,0.0,250173.71129823994,388.42533307015157
VPRC,5,CCCAGG,VPRC,USD,4,5.19e-06,1544105981,1422595.45326402,7.383270402440264,200004878,0.0,0.0,0.0,0.0,5.19e-06,5.19e-06,5.19e-06,5.19e-06,5.19e-06,5.19e-06,Yobit,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2477604.8762478754,12.858769307726474
BTCS,5,CCCAGG,BTCS,USD,2,0.007013007900000001,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.010461393,0.010461393,0.007013007900000001,0.010461393,0.010461393,0.007013007900000001,Cryptopia,0.0,0.0,0.007013007900000001,0.007013007900000001,0.007013007900000001,-0.0034483850999999987,-32.962962962962955,-0.0034483850999999987,-32.962962962962955,0.0,0.0,41840.083565180015,293.42483657926766
BTCP,5,CCCAGG,BTCP,USD,2,1.8178524,1546196650,0.0,0.0,0,0.0,0.0,2790.0,4765.3209,1.7536272,1.822041,1.6586856,1.6447236,2.010528,1.6349502,HitBTC,0.0,0.0,1.8178524,1.8178524,1.8178524,0.17312879999999997,10.526315789473681,0.0642252000000001,3.6624203821656107,0.0,0.0,23690.437347528878,42759.231093255
BTB,5,CCCAGG,BTB,USD,1,3.8358441,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,3.558810915,3.872652705,3.41351379,3.558810915,3.872652705,3.41351379,Cryptopia,0.0,0.0,3.8358441,3.8358441,3.8358441,0.27703318500000007,7.784431137724552,0.27703318500000007,7.784431137724552,0.0,0.0,31.21355532999998,119.73033205260398
VOT,5,CCCAGG,VOT,USD,4,0.001046115,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00108486,0.001123605,0.001046115,0.00108486,0.001123605,0.001046115,TradeSatoshi,0.0,0.0,0.001046115,0.001046115,0.001046115,-3.874499999999997e-05,-3.5714285714285685,-3.874499999999997e-05,-3.5714285714285685,0.0,0.0,53052.29839001,55.49880513026531
BNK,5,CCCAGG,BNK,USD,4,0.0039777738,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0041299596,0.0041648646,0.0038479272,0.0042081468,0.0042179202,0.0038479272,HitBTC,0.0,0.0,0.0039777738,0.0039777738,0.0039777738,-0.00023037299999999986,-5.474452554744523,-0.00015218580000000027,-3.684922244759979,0.0,0.0,4179000.0,16623.1167102
BIFI,5,CCCAGG,BIFI,USD,4,0.0032546556,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0033708933,0.0035258769,0.0031771638,0.003487131,0.0035258769,0.0031771638,HuobiPro,0.0,0.0,0.0032546556,0.0032546556,0.0032546556,-0.00023247539999999992,-6.666666666666663,-0.00011623769999999974,-3.4482758620689578,0.0,0.0,1386909.479868679,4513.912705347684
XBP,5,CCCAGG,XBP,USD,4,0.0008523900000000001,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00069741,0.0008523900000000001,0.00069741,0.0007361550000000001,0.0008911349999999999,0.00069741,Cryptopia,0.0,0.0,0.0008523900000000001,0.0008523900000000001,0.0008523900000000001,0.00011623500000000001,15.789473684210527,0.0001549800000000001,22.222222222222236,0.0,0.0,74172.52466227103,63.22391829687321
XBY,5,CCCAGG,XBY,USD,4,0.01402569,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01410318,0.01410318,0.013986945,0.01410318,0.01410318,0.013986945,Cryptopia,0.0,0.0,0.01402569,0.01402569,0.013986945,-7.74899999999995e-05,-0.5494505494505459,-7.74899999999995e-05,-0.5494505494505459,0.0,0.0,121808.80650190017,1708.4525592656362
XCASH,5,CCCAGG,XCASH,USD,4,3.8745e-05,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,3.8745e-05,3.8745e-05,3.8745e-05,3.8745e-05,3.8745e-05,3.8745e-05,Cryptopia,0.0,0.0,3.8745e-05,3.8745e-05,3.8745e-05,0.0,0.0,0.0,0.0,0.0,0.0,153078352.4651608,5931.020766262655
BCX*,5,CCCAGG,BCX*,USD,4,0.0018985491,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001937295,0.0024797376,0.0017435655,0.0020535327,0.0024797376,0.0017435655,HuobiPro,0.0,0.0,0.0018985491,0.0018985491,0.0018985491,-0.00015498360000000002,-7.547169811320756,-3.874589999999984e-05,-1.999999999999992,0.0,0.0,54725033.327664115,103898.16277170672
BCV,5,CCCAGG,BCV,USD,1,0.007412425800000001,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0072406932,0.008664817200000001,0.007176468000000001,0.007476651,0.008664817200000001,0.0071248086,Bibox,0.0,0.0,0.0073956714,0.007412425800000001,0.0073314462,-6.422519999999855e-05,-0.8590102707749573,0.00017173260000000103,2.3717701504049504,0.0,0.0,463784.82770000375,3437.770622492063
BCN,5,CCCAGG,BCN,USD,4,0.0007361721,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0007361721,0.0007361721,0.0006974262,0.0007361721,0.000774918,0.0006974262,HitBTC,0.0,0.0,0.0007361721,0.0007361721,0.0007361721,0.0,0.0,0.0,0.0,0.0,0.0,202415003.1852349,149012.27796638108
BCI,5,CCCAGG,BCI,USD,1,0.3489455754,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.368473509,0.368473509,0.3293401500000001,0.3672336402,0.3672336402,0.3306187647,HitBTC,0.0,0.0,0.3487131000000001,0.3489455754,0.3487131000000001,-0.018288064800000003,-4.979953576703947,-0.01952793359999999,-5.299684542586749,0.0,0.0,1274.0200160699644,444.56364757865094
BBR,5,CCCAGG,BBR,USD,4,0.7319100510000001,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.7094374290000001,0.7361721000000001,0.7094374290000001,0.7094374290000001,0.7361721000000001,0.7094374290000001,BTCAlpha,0.0,0.0,0.7319100510000001,0.7319100510000001,0.7319100510000001,0.022472621999999998,3.167667941015838,0.022472621999999998,3.167667941015838,0.0,0.0,2550.33429627,1866.6153048500248
BBK,5,CCCAGG,BBK,USD,4,0.0004262049000000001,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0005811885,0.0005811885,0.0004262049000000001,0.0005811885,0.0005811885,0.0004262049000000001,Bleutrade,0.0,0.0,0.0004262049000000001,0.0004262049000000001,0.0004262049000000001,-0.0001549835999999999,-26.66666666666665,-0.0001549835999999999,-26.66666666666665,0.0,0.0,24171.6895,10.302092506178553
XAP,5,CCCAGG,XAP,USD,2,0.002673405,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002905875,0.00348705,0.002363445,0.00294462,0.00348705,0.002363445,Graviex,0.0,0.0,0.00278964,0.00278964,0.002673405,-0.000271215,-9.210526315789474,-0.00023247000000000025,-8.000000000000009,0.0,0.0,184433.55589999998,493.0655905108394
BLU,5,CCCAGG,BLU,USD,4,0.0008136639,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0008524098000000001,0.0009686475,0.000774918,0.0008524098000000001,0.0009686475,0.000774918,LiveCoin,0.0,0.0,0.0008136639,0.0008136639,0.0008136639,-3.874590000000006e-05,-4.545454545454552,-3.874590000000006e-05,-4.545454545454552,0.0,0.0,735092.1251367702,598.1179253980725
